id,publicCode,collectorNumber,name,set_id,set_label,rarity_id,rarity_label,cardType,superType,domain,energy,might,power,tags,ability_text,accessibilityText,illustrator,orientation,cardImage_url
ven-035-166,VEN-035/166,35,Sanction,VEN,Vendetta,uncommon,Uncommon,Spell,,Calm,3,,1,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Choose one —Empower a unit. Disempower it at end of turn.Disempower a unit that's [Empowered]. Empower it at end of turn.","Riftbound Spell: Sanction. [Reaction] (Play any time, even before spells and abilities resolve.)
Choose one —
- Empower a unit. Disempower it at end of turn.
- Disempower a unit that's [Empowered]. Empower it at end of turn.",Wild Blue Studios,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/daef24792dddefd0971b34d01bd60bc3b11adcca-744x1039.png?accountingTag=RB
ven-036-166,VEN-036/166,36,Sandstone Chimera,VEN,Vendetta,uncommon,Uncommon,Unit,,Calm,7,8,2,Shurima,"While I'm at a battlefield, players only channel 1 rune at the start of their Channel Phase.","Riftbound Unit: Sandstone Chimera. While I'm at a battlefield, players only channel 1 rune at the start of their Channel Phase.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7a483e91e2bbb81bc8f66697bd610427b080b45c-744x1039.png?accountingTag=RB
ven-037-166,VEN-037/166,37,Tomb-Raider Barbara,VEN,Vendetta,uncommon,Uncommon,Unit,,Calm,4,4,,Shurima,"When you play me, if you control 7 or more runes, choose an enemy gear. If it's [Empowered], disempower it. Otherwise, kill it.","Riftbound Unit: Tomb-Raider Barbara. When you play me, if you control 7 or more runes, choose an enemy gear. If it's [Empowered], disempower it. Otherwise, kill it.",Caravan Studio,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/31d0c16ecaa0bd8522d13d6dd5d940be8111f118-744x1039.png?accountingTag=RB
ven-038a-166,VEN-038a/166,38,"Akali, Silent",VEN,Vendetta,rare,Rare,Unit,Champion,Calm,4,4,1,Akali,"I can't be chosen by enemy spells and abilities unless I'm in combat.
When I move to a battlefield, give me +2 :rb_might: this turn.","Riftbound Unit: Akali, Silent. I can't be chosen by enemy spells and abilities unless I'm in combat.
When I move to a battlefield, give me +2 [S] this turn.",League Splash Team,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6924311aab46a74aa2c54030c053427725860ea8-744x1039.png?accountingTag=RB
ven-038-166,VEN-038/166,38,"Akali, Silent",VEN,Vendetta,rare,Rare,Unit,Champion,Calm,4,4,1,"Ionia, Akali","I can't be chosen by enemy spells and abilities unless I'm in combat.
When I move to a battlefield, give me +2 :rb_might: this turn.","Riftbound Unit: Akali, Silent. I can't be chosen by enemy spells and abilities unless I'm in combat.
When I move to a battlefield, give me +2 [S] this turn.",League Splash Team,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f1a4d73853194a3dde02c51b083d197af89d2bda-744x1039.png?accountingTag=RB
ven-039-166,VEN-039/166,39,Crumbling Sands,VEN,Vendetta,rare,Rare,Spell,,Calm,1,,1,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Counter a spell if an opponent has played another spell this turn.","Riftbound Spell: Crumbling Sands. [Reaction] (Play any time, even before spells and abilities resolve.)
Counter a spell if an opponent has played another spell this turn.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0d7491bdb2e9d18f64a5b53a16623b26a7cac6a1-744x1039.png?accountingTag=RB
ven-040-166,VEN-040/166,40,Decree of Focus,VEN,Vendetta,rare,Rare,Spell,,Calm,1,,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Choose a friendly unit that's in combat with an enemy Fury (:rb_rune_fury:) unit or that's being chosen by an enemy Fury spell. Give it +4 :rb_might: this turn.","Riftbound Spell: Decree of Focus. [Reaction] (Play any time, even before spells and abilities resolve.)
Choose a friendly unit that's in combat with an enemy Fury ([R]) unit or that's being chosen by an enemy Fury spell. Give it +4 [S] this turn.",Envar Studio,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3f9a1b209cfd6097bac6fa9aec57531e300ef511-744x1039.png?accountingTag=RB
ven-041-166,VEN-041/166,41,"Riven, Shattered",VEN,Vendetta,rare,Rare,Unit,Champion,Calm,3,3,1,"Noxus, Riven","[Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for :rb_rune_rainbow: less, even if it's already attached.)
When I attack, choose an enemy unit here. Deal 2 to it for each Equipment attached to me.","Riftbound Unit: Riven, Shattered. [Weaponmaster] (When you play me, you may [Equip] one of your Equipment to me for [A] less, even if it's already attached.)
When I attack, choose an enemy unit here. Deal 2 to it for each Equipment attached to me.",Envar Studio,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8c16a53ee243e468f3c337de4354668665f3b386-744x1039.png?accountingTag=RB
ven-042-166,VEN-042/166,42,"Shen, Scourge of Shadows",VEN,Vendetta,rare,Rare,Unit,Champion,Calm,5,6,1,"Shen, Ionia","When I hold, if there is exactly one other unit you control here, draw 1.","Riftbound Unit: Shen, Scourge of Shadows. When I hold, if there is exactly one other unit you control here, draw 1.",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bbe849918c7f4189379ae8957dd427a3f272a1a6-744x1039.png?accountingTag=RB
ven-042a-166,VEN-042a/166,42,"Shen, Scourge of Shadows",VEN,Vendetta,rare,Rare,Unit,Champion,Calm,5,6,1,Shen,"When I hold, if there is exactly one other unit you control here, draw 1.","Riftbound Unit: Shen, Scourge of Shadows. When I hold, if there is exactly one other unit you control here, draw 1.",League Splash Team,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a4bac7b94b87fbb3227ecdccd9e2aa1231b655c8-744x1039.png?accountingTag=RB
ven-043-166,VEN-043/166,43,Steel Paws,VEN,Vendetta,rare,Rare,Unit,,Calm,1,0,,"Cat, Piltover","[Deflect] (Opponents must pay :rb_rune_rainbow: to choose me with a spell or ability.)
[Empower] :rb_energy_7: (:rb_energy_7:: Empower me. Use only if not Empowered.)
[Empowered][>] I have +7 :rb_might:.","Riftbound Unit: Steel Paws. [Deflect] (Opponents must pay [A] to choose me with a spell or ability.)
[Empower] [7] ([7]: Empower me. Use only if not Empowered.)
[Empowered][>] I have +7 [S].",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/79d9b6583ed8e7d5a1486f1c15b66b19fb7f69a5-744x1039.png?accountingTag=RB
ven-044-166,VEN-044/166,44,Astral Heron,VEN,Vendetta,epic,Epic,Unit,,Calm,7,7,,"Bird, Mount Targon","When you play your first card each turn, if I'm at a battlefield, your next card costs :rb_energy_2::rb_rune_rainbow::rb_rune_rainbow: less.","Riftbound Unit: Astral Heron. When you play your first card each turn, if I'm at a battlefield, your next card costs [2][A][A] less.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b1ce87efc9a1a7e2438c53e034a7f92caaa67ed6-744x1039.png?accountingTag=RB
ven-045-166,VEN-045/166,45,Helm of Suppression,VEN,Vendetta,epic,Epic,Gear,,Calm,4,,1,,"[Empower] :rb_energy_4::rb_rune_calm: (:rb_energy_4::rb_rune_calm:: Empower this. Use only if not Empowered.)
Opponents' spells cost :rb_energy_1: more. If this is [Empowered], they cost :rb_energy_1::rb_rune_rainbow: more instead.","Riftbound Gear: Helm of Suppression. [Empower] [4][C] ([4][C]: Empower this. Use only if not Empowered.)
Opponents' spells cost [1] more. If this is [Empowered], they cost [1][A] more instead.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ecfe67bbdc04f5c16a845ccc7a1b8d534195ca70-744x1039.png?accountingTag=RB
ven-046-166,VEN-046/166,46,"Nasus, Ascended",VEN,Vendetta,epic,Epic,Unit,Champion,Calm,8,8,1,"Dog, Shurima, Nasus","[Deflect 2] (Opponents must pay :rb_rune_rainbow::rb_rune_rainbow: to choose me with a spell or ability.)
[Empower] :rb_energy_8: (:rb_energy_8:: Empower me. Use only if not Empowered.)
[Empowered][>] When I conquer, you score 1 point.","Riftbound Unit: Nasus, Ascended. [Deflect 2] (Opponents must pay [A][A] to choose me with a spell or ability.)
[Empower] [8] ([8]: Empower me. Use only if not Empowered.)
[Empowered][>] When I conquer, you score 1 point.",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4d9e9cc17be6aebf33ee1db42b515ad87ba8ee8c-744x1039.png?accountingTag=RB
ven-046a-166,VEN-046a/166,46,"Nasus, Ascended",VEN,Vendetta,epic,Epic,Unit,Champion,Calm,8,8,1,"Dog, Nasus","[Deflect 2]
[Empower] :rb_energy_8:
[Empowered][>] When I conquer, you score 1 point.","Riftbound Unit: Nasus, Ascended. [Deflect 2]
[Empower] [8]
[Empowered][>] When I conquer, you score 1 point.",League Splash Team,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/014103b536a1c5aa2397f0952323375ac9b73d60-744x1039.png?accountingTag=RB
ven-047-166,VEN-047/166,47,Apprentice Mage,VEN,Vendetta,common,Common,Unit,,Mind,3,3,,Bilgewater,"[Empower] :rb_energy_2: (:rb_energy_2:: Empower me. Use only if not Empowered.)
When I become [Empowered], [Predict 2]. (Look at the top 2 cards of your Main Deck. Recycle any of them and put the rest back in any order.)
[Empowered][>] I have +1 :rb_might:.","Riftbound Unit: Apprentice Mage. [Empower] [2] ([2]: Empower me. Use only if not Empowered.)
When I become [Empowered], [Predict 2]. (Look at the top 2 cards of your Main Deck. Recycle any of them and put the rest back in any order.)
[Empowered][>] I have +1 [S].",Envar Studio,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6e650b9680864a949299cbe2ef7d06d1d22c7d18-744x1039.png?accountingTag=RB
ven-048-166,VEN-048/166,48,Cloud Drake,VEN,Vendetta,common,Common,Unit,,Mind,6,5,,"Dragon, Demacia","When you play me, draw 1.","Riftbound Unit: Cloud Drake. When you play me, draw 1.",Wild Blue Studios,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cb0dbff1058e8c59fa041dd242aa9b43d92eae14-744x1039.png?accountingTag=RB
ven-049-166,VEN-049/166,49,Dredge Up,VEN,Vendetta,common,Common,Spell,,Mind,2,,,,"Draw 1.
[Flow] :rb_energy_2: (You may play this from your trash for its Flow cost. Then banish it.)","Riftbound Spell: Dredge Up. Draw 1.
[Flow] [2] (You may play this from your trash for its Flow cost. Then banish it.)",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cf561c8a0f8debde66b66d3e74ce861d0ce388ae-744x1039.png?accountingTag=RB
ven-050-166,VEN-050/166,50,Grumpy Rockbear,VEN,Vendetta,common,Common,Unit,,Mind,4,4,,Shurima,"[Empower] :rb_energy_12:. This ability costs :rb_energy_1: less for each rune you control. (Pay the cost: Empower me. Use only if not Empowered.)
[Empowered][>] I have [Deflect] and [Shield 3]. (Opponents must pay :rb_rune_rainbow: to choose me with a spell or ability.+3 :rb_might: while I'm a defender.)","Riftbound Unit: Grumpy Rockbear. [Empower] [12]. This ability costs [1] less for each rune you control. (Pay the cost: Empower me. Use only if not Empowered.)
[Empowered][>] I have [Deflect] and [Shield 3]. (Opponents must pay [A] to choose me with a spell or ability.+3 [S] while I'm a defender.)",Dao Trong Le,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2f7f3759c59746486a5f91b8452302fa59eddde6-744x1039.png?accountingTag=RB
ven-051-166,VEN-051/166,51,Iterative Design,VEN,Vendetta,common,Common,Spell,,Mind,4,,,,"Play a 3 :rb_might: Mech unit token.
[Flow] :rb_energy_2::rb_rune_mind: (You may play this from your trash for its Flow cost. Then banish it.)","Riftbound Spell: Iterative Design. Play a 3 [S] Mech unit token.
[Flow] [2][C] (You may play this from your trash for its Flow cost. Then banish it.)",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8d85a05075f95b63832ed7aa15620041eacb49d3-744x1039.png?accountingTag=RB
ven-052-166,VEN-052/166,52,Mesmerize,VEN,Vendetta,common,Common,Spell,,Mind,1,,1,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Choose one —Return a friendly unit to its owner's hand.Give an enemy unit -2 :rb_might: this turn.","Riftbound Spell: Mesmerize. [Reaction] (Play any time, even before spells and abilities resolve.)
Choose one —
- Return a friendly unit to its owner's hand.
- Give an enemy unit -2 [S] this turn.",小牛设计,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/854ceafc3f20c7e2d38c83170cb73232116f3d58-744x1039.png?accountingTag=RB
ven-053-166,VEN-053/166,53,Otterpus,VEN,Vendetta,uncommon,Uncommon,Unit,,Mind,2,2,,Bandle City,"If a player would score 1 point from conquering or holding during their first or second turn, they draw 1 instead.","Riftbound Unit: Otterpus. If a player would score 1 point from conquering or holding during their first or second turn, they draw 1 instead.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/62f77b80a6d8f28a92c039595baf5943c4e055f0-744x1039.png?accountingTag=RB
ven-054-166,VEN-054/166,54,Questionable Tome,VEN,Vendetta,common,Common,Gear,,Mind,3,,,,"[Empower] —  :rb_exhaust: (Pay the cost: Empower me. Use only if not Empowered.)
Disempower this, :rb_energy_1:, :rb_exhaust:: Draw 1.","Riftbound Gear: Questionable Tome. [Empower] —  [T] (Pay the cost: Empower me. Use only if not Empowered.)
Disempower this, [1], [T]: Draw 1.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/07bb606d7cbcb218496b78a4fef354abb99875dc-744x1039.png?accountingTag=RB
ven-055-166,VEN-055/166,55,Applied Researchers,VEN,Vendetta,uncommon,Uncommon,Unit,,Mind,4,4,,Shurima,"[Empower] :rb_energy_3: (:rb_energy_3:: Empower me. Use only if not Empowered.)
[Empowered][>] Your spells cost :rb_energy_1::rb_rune_rainbow: less, to a minimum of :rb_energy_1:.","Riftbound Unit: Applied Researchers. [Empower] [3] ([3]: Empower me. Use only if not Empowered.)
[Empowered][>] Your spells cost [1][A] less, to a minimum of [1].",Polar Engine Studio,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/67a5f67bad4d4201b14760206a34c838d7a1e4dc-744x1039.png?accountingTag=RB
ven-056-166,VEN-056/166,56,Clairvoyance,VEN,Vendetta,uncommon,Uncommon,Spell,,Mind,7,,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
[Predict 5]. (Look at the top 5 cards of your Main Deck. Recycle any of them and put the rest back in any order.)
Draw 2.","Riftbound Spell: Clairvoyance. [Reaction] (Play any time, even before spells and abilities resolve.)
[Predict 5]. (Look at the top 5 cards of your Main Deck. Recycle any of them and put the rest back in any order.)
Draw 2.",Max Grecke,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f43cb85d4939cc6ea1ed67b1c6526eef912cf9a6-744x1039.png?accountingTag=RB
ven-057-166,VEN-057/166,57,Covert Informant,VEN,Vendetta,uncommon,Uncommon,Unit,,Mind,3,4,1,Noxus,"[Empower] :rb_energy_3: (:rb_energy_3:: Empower me. Use only if not Empowered.)
[Empowered][>] When I move, draw 1.","Riftbound Unit: Covert Informant. [Empower] [3] ([3]: Empower me. Use only if not Empowered.)
[Empowered][>] When I move, draw 1.",Grafit Studio,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ff33454bf980a5c884b63e524c6580408e9b94e3-744x1039.png?accountingTag=RB
ven-058-166,VEN-058/166,58,Patched Porobot,VEN,Vendetta,common,Common,Unit,,Mind,2,2,,"Mech, Poro, Piltover","(I enter exhausted.)
When you play me, if you control 3 or more other gear, draw 1.","Riftbound Unit, Gear: Patched Porobot. (I enter exhausted.)
When you play me, if you control 3 or more other gear, draw 1.",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7667d7e0c902782c38221e9326d1bb98181ec17f-744x1039.png?accountingTag=RB
ven-059-166,VEN-059/166,59,Shock Blast,VEN,Vendetta,uncommon,Uncommon,Spell,,Mind,3,,1,,"[Action] (Play on your turn or in showdowns.)
This costs :rb_energy_2: less if you control something that's [Empowered].
Deal 4 to a unit at a battlefield.","Riftbound Spell: Shock Blast. [Action] (Play on your turn or in showdowns.)
This costs [2] less if you control something that's [Empowered].
Deal 4 to a unit at a battlefield.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a8b976725e4722dcbf327cde9f92625cb516150e-744x1039.png?accountingTag=RB
ven-060-166,VEN-060/166,60,Sky Cruiser,VEN,Vendetta,uncommon,Uncommon,Unit,,Mind,4,3,1,Piltover,"Discard a gear, :rb_energy_1:, :rb_exhaust:: Deal 4 to a unit at a battlefield.","Riftbound Unit: Sky Cruiser. Discard a gear, [1], [T]: Deal 4 to a unit at a battlefield.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4a99fbe995f6d5d71c1c46e1c38f64a9f9d7c3e9-744x1039.png?accountingTag=RB
ven-061-166,VEN-061/166,61,Decree of Insight,VEN,Vendetta,rare,Rare,Spell,,Mind,1,,,,"[Reaction] (Play any time, even before spells and abilities resolve.)
Ignore [Deflect] while paying this spell's cost.
Give an enemy Body (:rb_rune_body:) unit -5 :rb_might: this turn.","Riftbound Spell: Decree of Insight. [Reaction] (Play any time, even before spells and abilities resolve.)
Ignore [Deflect] while paying this spell's cost.
Give an enemy Body ([O]) unit -5 [S] this turn.",Envar Studio,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/da019355562b207814be6aec55bccf415bd416df-744x1039.png?accountingTag=RB
ven-062-166,VEN-062/166,62,Hextech Formula,VEN,Vendetta,rare,Rare,Gear,,Mind,2,,,,"This enters exhausted.
:rb_exhaust:: Empower another gear. (It becomes Empowered if it's not already.)","Riftbound Gear: Hextech Formula. This enters exhausted.
[T]: Empower another gear. (It becomes Empowered if it's not already.)",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/95f4ee0625dda4213847e6649465397be03c8bd1-744x1039.png?accountingTag=RB
ven-063-166,VEN-063/166,63,"Nasus, Guardian of Knowledge",VEN,Vendetta,rare,Rare,Unit,Champion,Mind,5,6,1,"Dog, Shurima, Nasus","Once each turn, when an enemy unit here dies, channel 1 rune exhausted.","Riftbound Unit: Nasus, Guardian of Knowledge. Once each turn, when an enemy unit here dies, channel 1 rune exhausted.",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/aa96dbb8b4d72db7e47a72ce652ad542f55bf31d-744x1039.png?accountingTag=RB
ven-063a-166,VEN-063a/166,63,"Nasus, Guardian of Knowledge",VEN,Vendetta,rare,Rare,Unit,Champion,Mind,5,6,1,"Dog, Nasus","Once each turn, when an enemy unit here dies, channel 1 rune exhausted.","Riftbound Unit: Nasus, Guardian of Knowledge. Once each turn, when an enemy unit here dies, channel 1 rune exhausted.",League Splash Team,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c6bfe2146a52c3d8dd0230904435369ff29bac0e-744x1039.png?accountingTag=RB
ven-064-166,VEN-064/166,64,Plaza Guardian,VEN,Vendetta,rare,Rare,Unit,,Mind,10,8,,"Mech, Piltover","I cost :rb_energy_1: less for each gear you control.
[Deflect] (Opponents must pay :rb_rune_rainbow: to choose me with a spell or ability.)","Riftbound Unit: Plaza Guardian. I cost [1] less for each gear you control.
[Deflect] (Opponents must pay [A] to choose me with a spell or ability.)",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3fc86ed4d23604dbb3c7de211eb6a9c36bd9176d-744x1039.png?accountingTag=RB
ven-065-166,VEN-065/166,65,"Swain, Visionary",VEN,Vendetta,rare,Rare,Unit,Champion,Mind,6,6,1,"Noxus, Swain, Demon","[Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
When I conquer, if you've played a non-token unit, a non-token gear, and a spell this turn, you score 1 point.","Riftbound Unit: Swain, Visionary. [Vision] (When you play me, look at the top card of your Main Deck. You may recycle it.)
When I conquer, if you've played a non-token unit, a non-token gear, and a spell this turn, you score 1 point.",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/66d8ec4322d6734719451bb3e004b7d2ec71af87-744x1039.png?accountingTag=RB
ven-066-166,VEN-066/166,66,Temporal Breach,VEN,Vendetta,rare,Rare,Spell,,Mind,2,,1,,"[Hidden] (Hide now for :rb_rune_rainbow: to react with later for :rb_energy_0:.)
Banish a unit, then its owner plays it to the same location, ignoring its cost.","Riftbound Spell: Temporal Breach. [Hidden] (Hide now for [A] to react with later for [0].)
Banish a unit, then its owner plays it to the same location, ignoring its cost.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7c670dc3d997c52b90d67043989b53c67a72f4c4-744x1039.png?accountingTag=RB
ven-067-166,VEN-067/166,67,Bottled Constellation,VEN,Vendetta,epic,Epic,Gear,,Mind,10,,2,,"At the start of your Main Phase, you may kill 3 other friendly units and/or gear to score 1 point.","Riftbound Gear: Bottled Constellation. At the start of your Main Phase, you may kill 3 other friendly units and/or gear to score 1 point.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2068b7c202cab7f877c331a7bad0531d6a8f0d73-744x1039.png?accountingTag=RB
ven-068-166,VEN-068/166,68,"Jayce, Brilliant Inventor",VEN,Vendetta,epic,Epic,Unit,Champion,Mind,6,6,1,"Jayce, Piltover","When you play me or the first time you play a non-token gear each turn, you may ready something besides me that's exhausted.","Riftbound Unit: Jayce, Brilliant Inventor. When you play me or the first time you play a non-token gear each turn, you may ready something besides me that's exhausted.",Pandart Studio,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/123e949085a63fdb6e1590ff0e519cab5758688b-744x1039.png?accountingTag=RB
ven-068a-166,VEN-068a/166,68,"Jayce, Brilliant Inventor",VEN,Vendetta,epic,Epic,Unit,Champion,Mind,6,6,1,Jayce,"When you play me or the first time you play a non-token gear each turn, you may ready something besides me that's exhausted.","Riftbound Unit: Jayce, Brilliant Inventor. When you play me or the first time you play a non-token gear each turn, you may ready something besides me that's exhausted.",League Splash Team,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/77439053c7f0cb76ff470d7ecaa57871448b1faf-744x1039.png?accountingTag=RB
ven-069-166,VEN-069/166,69,"Mel, Newly Awakened",VEN,Vendetta,epic,Epic,Unit,Champion,Mind,4,4,1,"Noxus, Mel","When you play me, draw 1.
[Empower] :rb_energy_3: (:rb_energy_3:: Empower me. Use only if not Empowered.)
[Empowered][>] Your spells and abilities can't be countered. If a spell or ability you control would give -:rb_might: to a unit it chooses, it gives an additional -1 :rb_might:.","Riftbound Unit: Mel, Newly Awakened. When you play me, draw 1.
[Empower] [3] ([3]: Empower me. Use only if not Empowered.)
[Empowered][>] Your spells and abilities can't be countered. If a spell or ability you control would give -[S] to a unit it chooses, it gives an additional -1 [S].",Pandart Studio,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7d794234d8efef9ad647046d1e2cd3736441899f-744x1039.png?accountingTag=RB
ven-069a-166,VEN-069a/166,69,"Mel, Newly Awakened",VEN,Vendetta,epic,Epic,Unit,Champion,Mind,4,4,1,Mel,"When you play me, draw 1.
[Empower] :rb_energy_3:
[Empowered][>] Your spells and abilities can't be countered. If a spell or ability you control would give -:rb_might: to a unit it chooses, it gives an additional -1 :rb_might:.","Riftbound Unit: Mel, Newly Awakened. When you play me, draw 1.
[Empower] [3]
[Empowered][>] Your spells and abilities can't be countered. If a spell or ability you control would give -[S] to a unit it chooses, it gives an additional -1 [S].",Envar Studio,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2781dd135b5f42527df3bacee59ccee8684236fa-744x1039.png?accountingTag=RB
ven-070-166,VEN-070/166,70,Brutal Hunter,VEN,Vendetta,common,Common,Unit,,Body,3,4,1,Noxus,"[Empower] :rb_energy_3: (:rb_energy_3:: Empower me. Use only if not Empowered.)
[Empowered][>] I have +2 :rb_might: and [Ganking]. (I can move from battlefield to battlefield.)","Riftbound Unit: Brutal Hunter. [Empower] [3] ([3]: Empower me. Use only if not Empowered.)
[Empowered][>] I have +2 [S] and [Ganking]. (I can move from battlefield to battlefield.)",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/54122304a3bb1f989faf124cb74fd7d41b029681-744x1039.png?accountingTag=RB
ven-071-166,VEN-071/166,71,Fretful Feline,VEN,Vendetta,common,Common,Unit,,Body,6,5,,"Cat, Piltover","When I become ready, give me +2 :rb_might: this turn.","Riftbound Unit: Fretful Feline. When I become ready, give me +2 [S] this turn.",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/24370c9e33705b393c40f426e221ae851a65dd05-744x1039.png?accountingTag=RB
ven-072-166,VEN-072/166,72,Guttural Roar,VEN,Vendetta,common,Common,Spell,,Body,2,,,,"[Action] (Play on your turn or in showdowns.)
Give a unit +2 :rb_might: this turn. If it's [Empowered], give it +4 :rb_might: this turn instead.","Riftbound Spell: Guttural Roar. [Action] (Play on your turn or in showdowns.)
Give a unit +2 [S] this turn. If it's [Empowered], give it +4 [S] this turn instead.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/891f0f85b039b16593865c74b90b0640a312e59b-744x1039.png?accountingTag=RB
ven-073-166,VEN-073/166,73,Jagged Cutlass,VEN,Vendetta,common,Common,Gear,,Body,3,,,Equipment,Equip :rb_rune_body: (:rb_rune_body:: Attach this to a unit you control.),Riftbound Gear: Jagged Cutlass. Equip [C] ([C]: Attach this to a unit you control.),Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/22aae23e1ac1797beb50f3f735becfe65b51ee02-744x1039.png?accountingTag=RB
ven-074-166,VEN-074/166,74,Legion Marauder,VEN,Vendetta,common,Common,Unit,,Body,2,2,,"Trifarian, Noxus","[Empower] — :rb_energy_1: or :rb_rune_body: (Pay either cost: Empower me. Use only if not Empowered.)
[Empowered][>] I have +1 :rb_might:.","Riftbound Unit: Legion Marauder. [Empower] — [1] or [C] (Pay either cost: Empower me. Use only if not Empowered.)
[Empowered][>] I have +1 [S].",Six More Vodka,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/15ec9e813e58c9ba96f37e78f09faaaa184ecdad-744x1039.png?accountingTag=RB
ven-075-166,VEN-075/166,75,Platewyrm Egg,VEN,Vendetta,common,Common,Gear,,Body,3,,,,"This enters exhausted.
[Empower] — :rb_energy_1:, :rb_exhaust: (Pay the cost: Empower this. Use only if not Empowered.)
[Reaction][>] :rb_exhaust:: [Add] :rb_energy_1:. If this is [Empowered], [Add] :rb_energy_2: instead.","Riftbound Gear: Platewyrm Egg. This enters exhausted.
[Empower] — [1], [T] (Pay the cost: Empower this. Use only if not Empowered.)
[Reaction][>] [T]: [Add] [1]. If this is [Empowered], [Add] [2] instead.",Kudos Productions,portrait,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f6a3940440a38e34fe306947d663018dd2df7ca8-744x1039.png?accountingTag=RB
